ID,Issue_ID,Name,Description,Direction,Target_Issue_ID
3236,2579,Duplicate,is duplicated by,INBOUND,3074
3237,2579,Relate,relates to,OUTBOUND,3103
3238,2579,Relate,relates to,OUTBOUND,3481
3239,2579,Relate,is related to,INBOUND,3486
3240,2579,Relate,is related to,INBOUND,3485
3241,2579,Relate,is related to,INBOUND,3484
3242,2579,Relate,is related to,INBOUND,3483
3243,2579,Relate,is related to,INBOUND,3482
3244,2579,Relate,is related to,INBOUND,3480
3245,2579,Relate,is related to,INBOUND,2996
3246,2580,Relate,relates to,OUTBOUND,2557
3247,2580,Relate,relates to,OUTBOUND,2560
3248,2580,Relate,relates to,OUTBOUND,2558
3249,2580,Relate,relates to,OUTBOUND,2553
3250,2581,Duplicate,is duplicated by,INBOUND,2919
3251,2584,Duplicate,is duplicated by,INBOUND,2918
3252,2590,Relate,is related to,INBOUND,2156
3253,2616,Relate,is related to,INBOUND,2704
3254,2623,Relate,relates to,OUTBOUND,2627
3255,2625,Depend,depends on,OUTBOUND,2629
3256,2625,Relate,is related to,INBOUND,2746
3257,2627,Relate,is related to,INBOUND,2623
3258,2629,Depend,is depended on by,INBOUND,2625
3259,2634,Duplicate,duplicates,OUTBOUND,2639
3260,2635,Supersede,supersedes,OUTBOUND,2692
3261,2638,Relate,is related to,INBOUND,2645
3262,2638,Relate,is related to,INBOUND,2703
3263,2639,Duplicate,is duplicated by,INBOUND,2634
3264,2645,Relate,relates to,OUTBOUND,2638
3265,2645,Relate,is related to,INBOUND,2703
3266,2647,Depend,depends on,OUTBOUND,1252
3267,2650,Depend,depends on,OUTBOUND,2951
3268,2651,Duplicate,duplicates,OUTBOUND,2924
3269,2658,Relate,relates to,OUTBOUND,2126
3270,2659,Relate,relates to,OUTBOUND,3093
3271,2659,Relate,relates to,OUTBOUND,2660
3272,2660,Relate,is related to,INBOUND,2659
3273,2664,Relate,relates to,OUTBOUND,2170
3274,2664,Relate,relates to,OUTBOUND,2171
3275,2664,Relate,relates to,OUTBOUND,2169
3276,2667,Relate,is related to,INBOUND,2731
3277,2670,Relate,relates to,OUTBOUND,2523
3278,2671,Relate,is related to,INBOUND,2674
3279,2674,Depend,is depended on by,INBOUND,2816
3280,2674,Depend,is depended on by,INBOUND,2815
3281,2674,Relate,relates to,OUTBOUND,2671
3282,2686,Relate,relates to,OUTBOUND,1928
3283,2687,Relate,relates to,OUTBOUND,1892
3284,2687,Relate,relates to,OUTBOUND,2058
3285,2687,Relate,is related to,INBOUND,1891
3286,2692,Supersede,is superseded by,INBOUND,2635
3287,2703,Relate,relates to,OUTBOUND,2645
3288,2703,Relate,relates to,OUTBOUND,2638
3289,2704,Relate,relates to,OUTBOUND,2616
3290,2710,Relate,relates to,OUTBOUND,2825
3291,2710,Relate,is related to,INBOUND,1404
3292,2710,Relate,is related to,INBOUND,1993
3293,2710,Relate,is related to,INBOUND,1355
3294,2717,Depend,depends on,OUTBOUND,2487
3295,2730,Duplicate,duplicates,OUTBOUND,3479
3296,2730,Relate,is related to,INBOUND,1725
3297,2731,Relate,relates to,OUTBOUND,2667
3298,2738,Relate,is related to,INBOUND,2858
3299,2746,Relate,relates to,OUTBOUND,2625
3300,2763,Supersede,is superseded by,INBOUND,2333
3301,2769,Relate,is related to,INBOUND,2530
3302,2772,Depend,depends on,OUTBOUND,2259
3303,2772,Relate,relates to,OUTBOUND,2223
3304,2772,Relate,is related to,INBOUND,2537
3305,2792,Depend,depends on,OUTBOUND,2793
3306,2793,Depend,is depended on by,INBOUND,2792
3307,2812,Depend,depends on,OUTBOUND,3505
3308,2813,Duplicate,is duplicated by,INBOUND,3501
3309,2814,Duplicate,is duplicated by,INBOUND,3502
3310,2814,Relate,relates to,OUTBOUND,3504
3311,2815,Depend,depends on,OUTBOUND,2816
3312,2815,Depend,depends on,OUTBOUND,2674
3313,2816,Depend,depends on,OUTBOUND,2674
3314,2816,Depend,is depended on by,INBOUND,2815
3315,2817,Relate,is related to,INBOUND,2926
3316,2817,Relate,is related to,INBOUND,2905
3317,2820,Relate,is related to,INBOUND,2926
3318,2820,Relate,is related to,INBOUND,2905
3319,2825,Relate,is related to,INBOUND,2710
3320,2832,Relate,is related to,INBOUND,3510
3321,2832,Relate,is related to,INBOUND,3508
3322,2847,Relate,is related to,INBOUND,2949
3323,2858,Relate,relates to,OUTBOUND,2738
3324,2864,Relate,is related to,INBOUND,2871
3325,2870,Duplicate,duplicates,OUTBOUND,2561
3326,2871,Relate,relates to,OUTBOUND,2864
3327,2874,Depend,depends on,OUTBOUND,2944
3328,2877,Relate,relates to,OUTBOUND,1972
3329,2884,Duplicate,is duplicated by,INBOUND,1909
3330,2884,Relate,is related to,INBOUND,1993
3331,2886,Relate,relates to,OUTBOUND,978
3332,2889,Depend,is depended on by,INBOUND,2901
3333,2890,Relate,relates to,OUTBOUND,2464
3334,2893,Depend,depends on,OUTBOUND,2896
3335,2893,Depend,depends on,OUTBOUND,2895
3336,2893,Depend,depends on,OUTBOUND,2894
3337,2894,Depend,is depended on by,INBOUND,2893
3338,2895,Depend,is depended on by,INBOUND,2893
3339,2896,Depend,is depended on by,INBOUND,2893
3340,2901,Depend,depends on,OUTBOUND,2889
3341,2901,Supersede,supersedes,OUTBOUND,3218
3342,2904,Depend,depends on,OUTBOUND,3775
3343,2905,Depend,depends on,OUTBOUND,2929
3344,2905,Relate,relates to,OUTBOUND,2820
3345,2905,Relate,relates to,OUTBOUND,2817
3346,2905,Relate,is related to,INBOUND,2926
3347,2905,Relate,is related to,INBOUND,3513
3348,2906,Relate,relates to,OUTBOUND,2941
3349,2908,Relate,relates to,OUTBOUND,2910
3350,2910,Relate,is related to,INBOUND,2929
3351,2910,Relate,is related to,INBOUND,2928
3352,2910,Relate,is related to,INBOUND,2908
3353,2911,Relate,is related to,INBOUND,3185
3354,2912,Depend,depends on,OUTBOUND,2937
3355,2917,Depend,depends on,OUTBOUND,3775
3356,2917,Relate,is related to,INBOUND,2444
3357,2917,Relate,is related to,INBOUND,2531
3358,2917,Relate,is related to,INBOUND,2445
3359,2918,Duplicate,duplicates,OUTBOUND,2584
3360,2919,Duplicate,duplicates,OUTBOUND,2581
3361,2923,Relate,is related to,INBOUND,2578
3362,2924,Duplicate,is duplicated by,INBOUND,2651
3363,2926,Relate,relates to,OUTBOUND,2820
3364,2926,Relate,relates to,OUTBOUND,2817
3365,2926,Relate,relates to,OUTBOUND,2905
3366,2928,Relate,relates to,OUTBOUND,2910
3367,2928,Relate,relates to,OUTBOUND,2531
3368,2929,Depend,is depended on by,INBOUND,2905
3369,2929,Relate,relates to,OUTBOUND,2910
3370,2937,Depend,is depended on by,INBOUND,2912
3371,3775,Depend,depends on,OUTBOUND,3021
3372,3775,Depend,is depended on by,INBOUND,2917
3373,3775,Depend,is depended on by,INBOUND,2904
3374,3775,Relate,is related to,INBOUND,3111
3375,2941,Relate,is related to,INBOUND,2906
3376,2942,Duplicate,duplicates,OUTBOUND,3522
3377,2942,Duplicate,duplicates,OUTBOUND,3344
3378,2944,Depend,is depended on by,INBOUND,2874
3379,2949,Relate,relates to,OUTBOUND,2847
3380,2951,Depend,is depended on by,INBOUND,2650
3381,2953,Relate,is related to,INBOUND,2992
3382,2984,Depend,depends on,OUTBOUND,3727
3383,2992,Relate,relates to,OUTBOUND,2953
3384,2994,Duplicate,is duplicated by,INBOUND,3118
3385,2995,Relate,relates to,OUTBOUND,3006
3386,2996,Relate,relates to,OUTBOUND,3103
3387,2996,Relate,relates to,OUTBOUND,3006
3388,2996,Relate,relates to,OUTBOUND,2579
3389,3002,Depend,is depended on by,INBOUND,3620
3390,3003,Relate,is related to,INBOUND,3010
3391,3006,Relate,is related to,INBOUND,2996
3392,3006,Relate,is related to,INBOUND,2995
3393,3010,Relate,relates to,OUTBOUND,3003
3394,3015,Duplicate,duplicates,OUTBOUND,3651
3395,3015,Relate,relates to,OUTBOUND,3651
3396,3015,Relate,is related to,INBOUND,3028
3397,3017,Duplicate,is duplicated by,INBOUND,3020
3398,3020,Duplicate,duplicates,OUTBOUND,3017
3399,3021,Depend,is depended on by,INBOUND,3775
3400,3023,Relate,is related to,INBOUND,2520
3401,3028,Relate,relates to,OUTBOUND,3015
3402,3029,Depend,is depended on by,INBOUND,2104
3403,3029,Relate,is related to,INBOUND,3144
3404,3032,Relate,is related to,INBOUND,3033
3405,3033,Relate,relates to,OUTBOUND,3032
3406,3038,Depend,depends on,OUTBOUND,3039
3407,3039,Depend,is depended on by,INBOUND,3038
3408,3066,Depend,depends on,OUTBOUND,3067
3409,3067,Depend,is depended on by,INBOUND,3066
3410,3069,Duplicate,duplicates,OUTBOUND,3447
3411,3074,Duplicate,duplicates,OUTBOUND,2579
3412,3076,Duplicate,duplicates,OUTBOUND,2579
3413,3076,Duplicate,is duplicated by,INBOUND,3482
3414,3082,Supersede,supersedes,OUTBOUND,3589
3415,3087,Relate,relates to,OUTBOUND,2007
3416,3087,Relate,is related to,INBOUND,1725
3417,3088,Depend,depends on,OUTBOUND,3437
3418,3092,Depend,depends on,OUTBOUND,3437
3419,3093,Depend,depends on,OUTBOUND,3437
3420,3093,Relate,is related to,INBOUND,2659
3421,3099,Relate,relates to,OUTBOUND,3111
3422,3103,Relate,is related to,INBOUND,2996
3423,3103,Relate,is related to,INBOUND,2579
3424,3110,Depend,is depended on by,INBOUND,3243
3425,3110,Relate,is related to,INBOUND,3197
3426,3111,Relate,relates to,OUTBOUND,3775
3427,3111,Relate,is related to,INBOUND,3099
3428,3117,Depend,depends on,OUTBOUND,3135
3429,3118,Duplicate,duplicates,OUTBOUND,2994
3430,3135,Depend,is depended on by,INBOUND,3117
3431,3141,Relate,relates to,OUTBOUND,3144
3432,3141,Relate,is related to,INBOUND,3210
3433,3144,Relate,relates to,OUTBOUND,3029
3434,3144,Relate,is related to,INBOUND,3141
3435,3160,Duplicate,duplicates,OUTBOUND,3177
3436,3166,Depend,depends on,OUTBOUND,3172
3437,3167,Relate,is related to,INBOUND,3172
3438,3172,Depend,is depended on by,INBOUND,3166
3439,3172,Relate,relates to,OUTBOUND,3167
3440,3177,Duplicate,is duplicated by,INBOUND,3160
3441,3185,Relate,relates to,OUTBOUND,2911
3442,3197,Relate,relates to,OUTBOUND,3110
3443,3198,Relate,relates to,OUTBOUND,2472
3444,3198,Relate,is related to,INBOUND,3323
3445,3210,Depend,depends on,OUTBOUND,3214
3446,3210,Relate,relates to,OUTBOUND,3141
3447,3214,Depend,is depended on by,INBOUND,3210
3448,3214,Relate,is related to,INBOUND,3226
3449,3216,Duplicate,duplicates,OUTBOUND,3217
3450,3217,Duplicate,is duplicated by,INBOUND,3216
3451,3218,Supersede,is superseded by,INBOUND,2901
3452,3226,Relate,relates to,OUTBOUND,3214
3453,3243,Depend,depends on,OUTBOUND,3110
3454,3244,Depend,depends on,OUTBOUND,3287
3455,3252,Depend,depends on,OUTBOUND,3289
3456,3252,Depend,depends on,OUTBOUND,3288
3457,3252,Depend,depends on,OUTBOUND,3287
3458,3281,Depend,depends on,OUTBOUND,3301
3459,3285,Depend,depends on,OUTBOUND,3301
3460,3287,Depend,is depended on by,INBOUND,3252
3461,3287,Depend,is depended on by,INBOUND,3244
3462,3288,Depend,is depended on by,INBOUND,3252
3463,3289,Depend,is depended on by,INBOUND,3252
3464,3301,Depend,is depended on by,INBOUND,3285
3465,3301,Depend,is depended on by,INBOUND,3281
3466,3302,Depend,is depended on by,INBOUND,3305
3467,3305,Depend,depends on,OUTBOUND,3302
3468,3308,Duplicate,is duplicated by,INBOUND,3318
3469,3316,Relate,relates to,OUTBOUND,3621
3470,3317,Relate,relates to,OUTBOUND,3621
3471,3318,Duplicate,duplicates,OUTBOUND,3308
3472,3323,Relate,relates to,OUTBOUND,3198
3473,3329,Relate,relates to,OUTBOUND,3621
3474,3343,Relate,relates to,OUTBOUND,2556
3475,3344,Duplicate,is duplicated by,INBOUND,2942
3476,3358,Duplicate,is duplicated by,INBOUND,1441
3477,3358,Relate,relates to,OUTBOUND,2457
3478,3358,Relate,is related to,INBOUND,3437
3479,3360,Depend,is depended on by,INBOUND,1971
3480,3360,Depend,is depended on by,INBOUND,1014
3481,3360,Relate,relates to,OUTBOUND,1110
3482,3360,Relate,relates to,OUTBOUND,1109
3483,3361,Relate,is related to,INBOUND,3473
3484,3362,Relate,relates to,OUTBOUND,2464
3485,3362,Relate,is related to,INBOUND,3621
3486,3363,Relate,is related to,INBOUND,3621
3487,3402,Duplicate,duplicates,OUTBOUND,3473
3488,3404,Relate,is related to,INBOUND,3437
3489,3406,Relate,is related to,INBOUND,3473
3490,3412,Depend,is depended on by,INBOUND,3413
3491,3413,Depend,depends on,OUTBOUND,3412
3492,3413,Depend,is depended on by,INBOUND,3421
3493,3416,Duplicate,is duplicated by,INBOUND,3470
3494,3417,Duplicate,is duplicated by,INBOUND,3466
3495,3418,Duplicate,is duplicated by,INBOUND,3528
3496,3421,Depend,depends on,OUTBOUND,3413
3497,3425,Duplicate,duplicates,OUTBOUND,3518
3498,3427,Duplicate,is duplicated by,INBOUND,3432
3499,3432,Duplicate,duplicates,OUTBOUND,3427
3500,3433,Relate,relates to,OUTBOUND,3540
3501,3437,Depend,is depended on by,INBOUND,3093
3502,3437,Depend,is depended on by,INBOUND,3092
3503,3437,Depend,is depended on by,INBOUND,3088
3504,3437,Relate,relates to,OUTBOUND,3404
3505,3437,Relate,relates to,OUTBOUND,3358
3506,3441,Depend,depends on,OUTBOUND,3540
3507,3442,Depend,depends on,OUTBOUND,3540
3508,3447,Duplicate,is duplicated by,INBOUND,3069
3509,3447,Relate,is related to,INBOUND,3462
3510,3462,Relate,relates to,OUTBOUND,3447
3511,3466,Duplicate,duplicates,OUTBOUND,3417
3512,3470,Duplicate,duplicates,OUTBOUND,3416
3513,3473,Duplicate,is duplicated by,INBOUND,3402
3514,3473,Relate,relates to,OUTBOUND,3406
3515,3473,Relate,relates to,OUTBOUND,3361
3516,3479,Duplicate,is duplicated by,INBOUND,2730
3517,3480,Relate,relates to,OUTBOUND,2579
3518,3481,Relate,is related to,INBOUND,2579
3519,3482,Duplicate,duplicates,OUTBOUND,3076
3520,3482,Relate,relates to,OUTBOUND,2579
3521,3483,Relate,relates to,OUTBOUND,2579
3522,3484,Relate,relates to,OUTBOUND,2579
3523,3485,Relate,relates to,OUTBOUND,2579
3524,3486,Relate,relates to,OUTBOUND,2579
3525,3492,Relate,is related to,INBOUND,3639
3526,3498,Relate,relates to,OUTBOUND,3543
3527,3501,Duplicate,duplicates,OUTBOUND,2813
3528,3502,Duplicate,duplicates,OUTBOUND,2814
3529,3504,Relate,is related to,INBOUND,2814
3530,3505,Depend,is depended on by,INBOUND,2812
3531,3508,Relate,relates to,OUTBOUND,2832
3532,3510,Relate,relates to,OUTBOUND,2832
3533,3511,Relate,is related to,INBOUND,3512
3534,3512,Relate,relates to,OUTBOUND,3511
3535,3513,Relate,relates to,OUTBOUND,2905
3536,3514,Relate,relates to,OUTBOUND,3516
3537,3515,Depend,depends on,OUTBOUND,1252
3538,3515,Relate,relates to,OUTBOUND,3516
3539,3516,Relate,is related to,INBOUND,3515
3540,3516,Relate,is related to,INBOUND,3514
3541,3518,Duplicate,is duplicated by,INBOUND,3425
3542,3521,Duplicate,duplicates,OUTBOUND,3535
3543,3522,Depend,depends on,OUTBOUND,3525
3544,3522,Duplicate,is duplicated by,INBOUND,2942
3545,3523,Depend,depends on,OUTBOUND,3525
3546,3524,Depend,depends on,OUTBOUND,3525
3547,3524,Depend,is depended on by,INBOUND,3527
3548,3525,Depend,is depended on by,INBOUND,3524
3549,3525,Depend,is depended on by,INBOUND,3523
3550,3525,Depend,is depended on by,INBOUND,3522
3551,3527,Depend,depends on,OUTBOUND,3524
3552,3528,Duplicate,duplicates,OUTBOUND,3418
3553,3535,Duplicate,is duplicated by,INBOUND,3521
3554,3540,Depend,is depended on by,INBOUND,3442
3555,3540,Depend,is depended on by,INBOUND,3441
3556,3540,Relate,is related to,INBOUND,3433
3557,3543,Relate,is related to,INBOUND,3752
3558,3543,Relate,is related to,INBOUND,3498
3559,3568,Relate,is related to,INBOUND,3581
3560,3570,Relate,is related to,INBOUND,3621
3561,3581,Relate,relates to,OUTBOUND,3568
3562,3585,Depend,depends on,OUTBOUND,2579
3563,3589,Supersede,is superseded by,INBOUND,3082
3564,3591,Depend,depends on,OUTBOUND,3604
3565,3593,Duplicate,duplicates,OUTBOUND,3604
3566,3604,Depend,is depended on by,INBOUND,3591
3567,3604,Duplicate,is duplicated by,INBOUND,3593
3568,3620,Depend,depends on,OUTBOUND,3002
3569,3621,Relate,relates to,OUTBOUND,3638
3570,3621,Relate,relates to,OUTBOUND,3570
3571,3621,Relate,relates to,OUTBOUND,3363
3572,3621,Relate,relates to,OUTBOUND,3362
3573,3621,Relate,is related to,INBOUND,3329
3574,3621,Relate,is related to,INBOUND,3317
3575,3621,Relate,is related to,INBOUND,3316
3576,3624,Relate,is related to,INBOUND,3727
3577,3625,Relate,is related to,INBOUND,3626
3578,3626,Relate,relates to,OUTBOUND,3625
3579,3629,Duplicate,duplicates,OUTBOUND,3676
3580,3638,Relate,is related to,INBOUND,3621
3581,3639,Relate,relates to,OUTBOUND,3492
3582,3642,Depend,is depended on by,INBOUND,3706
3583,3651,Duplicate,is duplicated by,INBOUND,3015
3584,3651,Relate,is related to,INBOUND,3015
3585,3659,Relate,relates to,OUTBOUND,3675
3586,3675,Relate,is related to,INBOUND,3659
3587,3676,Duplicate,is duplicated by,INBOUND,3629
3588,3706,Depend,depends on,OUTBOUND,3642
3589,3723,Depend,depends on,OUTBOUND,3726
3590,3724,Relate,relates to,OUTBOUND,2454
3591,3726,Depend,is depended on by,INBOUND,3723
3592,3727,Depend,is depended on by,INBOUND,2984
3593,3727,Relate,relates to,OUTBOUND,3624
3594,3732,Relate,is related to,INBOUND,3764
3595,3752,Relate,relates to,OUTBOUND,3543
3596,3764,Relate,relates to,OUTBOUND,3732
3597,14507,Blocker,is blocked by,INBOUND,14518
3598,14507,Blocker,is blocked by,INBOUND,14510
3599,14507,Blocker,is blocked by,INBOUND,14509
3600,14508,Blocker,is blocked by,INBOUND,14518
3601,14508,Blocker,is blocked by,INBOUND,14509
3602,14509,Blocker,blocks,OUTBOUND,14508
3603,14509,Blocker,blocks,OUTBOUND,14507
3604,14510,Blocker,blocks,OUTBOUND,14507
3605,14518,Blocker,blocks,OUTBOUND,14508
3606,14518,Blocker,blocks,OUTBOUND,14507
3607,14535,Blocker,is blocked by,INBOUND,15683
3608,14535,Reference,is related to,INBOUND,16803
3609,14535,Required,requires,OUTBOUND,23747
3610,14535,Supercedes,supercedes,OUTBOUND,15041
3611,14549,Blocked,Blocked,OUTBOUND,18547
3612,14561,Duplicate,duplicates,OUTBOUND,16631
3613,14562,Reference,relates to,OUTBOUND,14564
3614,14564,Reference,is related to,INBOUND,14562
3615,14566,Reference,relates to,OUTBOUND,14567
3616,14567,Reference,is related to,INBOUND,14566
3617,14581,Reference,is related to,INBOUND,14595
3618,14581,Reference,is related to,INBOUND,14623
3619,14583,Reference,is related to,INBOUND,14623
3620,14591,Completes,fixes,OUTBOUND,14611
3621,14595,Reference,relates to,OUTBOUND,14581
3622,14595,Reference,relates to,OUTBOUND,14622
3623,14595,Reference,is related to,INBOUND,16884
3624,14597,Completes,is fixed by,INBOUND,14623
3625,14597,Reference,is related to,INBOUND,14623
3626,14603,Duplicate,duplicates,OUTBOUND,14627
3627,14611,Completes,is fixed by,INBOUND,14591
3628,14620,Container,Is contained by,INBOUND,14640
3629,14621,Incorporates,is part of,INBOUND,14640
3630,14621,dependent,depends upon,OUTBOUND,14641
3631,14622,Blocker,is blocked by,INBOUND,14623
3632,14622,Reference,is related to,INBOUND,14595
3633,14623,Blocker,blocks,OUTBOUND,14622
3634,14623,Completes,fixes,OUTBOUND,17030
3635,14623,Completes,fixes,OUTBOUND,14656
3636,14623,Completes,fixes,OUTBOUND,14597
3637,14623,Reference,relates to,OUTBOUND,14581
3638,14623,Reference,relates to,OUTBOUND,14597
3639,14623,Reference,relates to,OUTBOUND,14583
3640,14627,Duplicate,is duplicated by,INBOUND,14603
3641,14639,Reference,is related to,INBOUND,16506
3642,14640,Container,contains,OUTBOUND,14620
3643,14640,Incorporates,incorporates,OUTBOUND,14621
3644,14641,dependent,is depended upon by,INBOUND,14621
3645,14645,Duplicate,is duplicated by,INBOUND,18426
3646,14656,Completes,is fixed by,INBOUND,14623
3647,14662,Reference,relates to,OUTBOUND,15336
3648,14662,Reference,relates to,OUTBOUND,14890
3649,14662,Reference,relates to,OUTBOUND,14904
3650,14663,Reference,is related to,INBOUND,14664
3651,14664,Reference,relates to,OUTBOUND,14663
3652,14664,Reference,is related to,INBOUND,14736
3653,14672,Reference,is related to,INBOUND,14673
3654,14673,Blocker,is blocked by,INBOUND,22685
