dataset,seed,mode,ablation,solver_status,selected_count,total_value,capacity_used,avg_risk,objective_score,skill_coverage,sprint_completion_ratio,runtime_ms,feasibility_total,filtered_by_risk,filtered_by_skill,filtered_by_dependency,filtered_by_status,score_min,score_max,score_mean
aurora,44,learned_milp,no_dependency,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.10917131945915,1.0,,15.620958001818508,426,5,0,0,324,0.39169341424023474,0.8307294493285878,0.567564079127458
aurora,44,learned_milp,no_capacity,milp-cbc:Optimal,97,549.74,158,0.408659793814433,55.05371567536343,1.0,,12.967400001798524,426,5,0,0,324,0.39169341424023474,0.8307294493285878,0.567564079127458
tawos,42,learned_milp,all_constraints,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,573.6674059990037,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,42,fixed_weight_milp,all_constraints,baseline:fixed_weight_milp:milp-cbc:Optimal,30,166.72,30,0.2653333333333333,22.13476923076923,1.0,,461.91608699882636,14738,2021,0,0,9548,0.3283333333333333,0.7443589743589744,0.6726032235356944
tawos,42,context_only,all_constraints,baseline:context_only:milp-cbc:Optimal,30,179.86,30,0.32733333333333337,22.803508526697954,1.0,,466.6618509982072,14738,2021,0,0,9548,0.27820574693560196,0.7672687725400877,0.7024473180119504
tawos,42,greedy_feasible,all_constraints,baseline:greedy_feasible,12,90.06,30,0.6441666666666667,9.006,0.8,,224.00061799999094,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,42,random_feasible,all_constraints,baseline:random_feasible:seed-42,19,106.56,30,0.4247368421052632,12.759435897435898,0.8,,210.5972479985212,14738,2021,0,0,9548,0.3283333333333333,0.7443589743589744,0.6726032235356944
tawos,42,learned_milp,no_risk,milp-cbc:Optimal,30,215.39000000000001,30,0.637,21.539,0.8,,483.7177850022272,14738,0,0,0,11542,0.3,0.783,0.5626417396745932
tawos,42,learned_milp,no_skill,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,492.7185720007401,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,42,learned_milp,no_dependency,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,451.16512999811675,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,42,learned_milp,no_capacity,milp-cbc:Optimal,3107,17443.03,5696,0.40028966849050535,1744.303,1.0,,345.81165299823624,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,43,learned_milp,all_constraints,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,499.6297869984119,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,43,fixed_weight_milp,all_constraints,baseline:fixed_weight_milp:milp-cbc:Optimal,30,166.72,30,0.2653333333333333,22.13476923076923,1.0,,539.5841790013947,14738,2021,0,0,9548,0.3283333333333333,0.7443589743589744,0.6726032235356944
tawos,43,context_only,all_constraints,baseline:context_only:milp-cbc:Optimal,30,179.86,30,0.32733333333333337,22.803508526697954,1.0,,653.3215359995665,14738,2021,0,0,9548,0.27820574693560196,0.7672687725400877,0.7024473180119504
tawos,43,greedy_feasible,all_constraints,baseline:greedy_feasible,12,90.06,30,0.6441666666666667,9.006,0.8,,307.90351000177907,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,43,random_feasible,all_constraints,baseline:random_feasible:seed-43,16,89.91,30,0.38687499999999997,10.831102564102563,0.6,,348.1113009984256,14738,2021,0,0,9548,0.3283333333333333,0.7443589743589744,0.6726032235356944
tawos,43,learned_milp,no_risk,milp-cbc:Optimal,30,215.39000000000001,30,0.637,21.539,0.8,,649.5958409977902,14738,0,0,0,11542,0.3,0.783,0.5626417396745932
tawos,43,learned_milp,no_skill,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,732.7035950002028,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,43,learned_milp,no_dependency,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,589.1846750018885,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,43,learned_milp,no_capacity,milp-cbc:Optimal,3107,17443.03,5696,0.40028966849050535,1744.303,1.0,,395.38458599781734,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,44,learned_milp,all_constraints,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,672.6008010009537,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,44,fixed_weight_milp,all_constraints,baseline:fixed_weight_milp:milp-cbc:Optimal,30,166.72,30,0.2653333333333333,22.13476923076923,1.0,,672.1280319979996,14738,2021,0,0,9548,0.3283333333333333,0.7443589743589744,0.6726032235356944
tawos,44,context_only,all_constraints,baseline:context_only:milp-cbc:Optimal,30,179.86,30,0.32733333333333337,22.803508526697954,1.0,,673.5438430005161,14738,2021,0,0,9548,0.27820574693560196,0.7672687725400877,0.7024473180119504
tawos,44,greedy_feasible,all_constraints,baseline:greedy_feasible,12,90.06,30,0.6441666666666667,9.006,0.8,,343.2720529999642,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,44,random_feasible,all_constraints,baseline:random_feasible:seed-44,20,112.03,30,0.41450000000000004,13.535102564102564,0.8,,378.2236520019069,14738,2021,0,0,9548,0.3283333333333333,0.7443589743589744,0.6726032235356944
tawos,44,learned_milp,no_risk,milp-cbc:Optimal,30,215.39000000000001,30,0.637,21.539,0.8,,703.5701269996935,14738,0,0,0,11542,0.3,0.783,0.5626417396745932
tawos,44,learned_milp,no_skill,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,693.970303000242,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,44,learned_milp,no_dependency,milp-cbc:Optimal,30,213.73,30,0.6036666666666667,21.373,0.8,,655.8156840001175,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
tawos,44,learned_milp,no_capacity,milp-cbc:Optimal,3107,17443.03,5696,0.40028966849050535,1744.303,1.0,,442.95432799845,14738,2021,0,0,9548,0.3,0.783,0.5615288734616598
